1	-52878731.850242
2	-39232694.759682
3	-34463860.300481
4	-31878662.055439
5	-29890539.630372
6	-28144045.250311
7	-26795975.063370
8	-25769377.624515
9	-25250062.703974
10	-24820786.760130
11	-24346133.141875
12	-23983682.519178
13	-23742181.704877
14	-23518360.278285
15	-23314789.173584
16	-23073204.566641
17	-22904645.698292
18	-22614604.699651
19	-22411459.022533
20	-22205592.704414
21	-22082834.211169
22	-21896112.592360
23	-21757776.888893
24	-21602835.433449
25	-21456152.722976
26	-21326764.817744
27	-21166459.799163
28	-20956693.223730
29	-20862593.553583
30	-20702897.768878
31	-20597188.681480
32	-20502749.328096
33	-20410755.624607
34	-20260107.598737
35	-20149779.826104
36	-20039234.826612
37	-19901925.995420
38	-19791180.286849
39	-19669410.140441
40	-19559618.321172
41	-19464574.678061
42	-19375972.488303
43	-19269453.677863
44	-19194559.257954
45	-19117406.992184
46	-19018597.900655
47	-18917261.104593
48	-18810514.384264
49	-18737579.520077
50	-18639080.452592
51	-18549747.383432
52	-18450343.879978
53	-18375462.173127
54	-18302884.323673
55	-18224372.610046
56	-18174771.398479
57	-18119859.620572
58	-18065709.387437
59	-18035634.083468
60	-17978911.195966
61	-17956512.395063
62	-17905901.332917
63	-17859639.670994
64	-17825894.976675
65	-17786284.256282
66	-17736349.812586
67	-17701665.632427
68	-17692240.055516
69	-17684767.632268
70	-17656852.212757
71	-17643145.200051
72	-17636605.554316
73	-17628836.844627
74	-17623388.717403
75	-17612088.040460
76	-17606349.425153
77	-17601332.171811
78	-17592591.142109
79	-17589129.057179
80	-17586134.795655
81	-17582895.471575
82	-17580482.264905
83	-17576467.440861
84	-17574190.515601
85	-17566344.566784
86	-17561347.210106
87	-17558281.559159
88	-17553872.936513
89	-17550867.884163
90	-17547140.083481
91	-17543649.074063
92	-17540201.066010
93	-17537627.187421
94	-17534111.830526
95	-17531659.901911
96	-17529566.476751
97	-17526407.390965
98	-17523273.282423
99	-17518948.673509
100	-17515132.034888
101	-17511758.833390
102	-17507457.255440
103	-17504378.761530
104	-17499446.740292
105	-17495578.395593
106	-17494549.455837
107	-17493246.205130
108	-17492140.480879
109	-17491208.250716
110	-17489772.096382
111	-17489131.378020
112	-17488642.696807
